Null | Moisei | Valea Vișeului | Rona de Sus | Bogdan Vodă | Botiza | Vișeu de Jos | Petrova | Leordina | Ruscova | Bocicoel | Șieu | Ieud | Strâmtura | Bârsana | Bistra | Glod | Slătioara | Lunca la Tisa | Firiza | Valea Neagră | Blidari | Remeți | Săpânța | Câmpulung la Tisa | Sarasău | Ardusat | Mogoșești | Hideaga | Colțirea | Tămaia | Fărcașa | Sârbi | Buzești | Băița | Șișești | Șurdești | Crasna Vișeului | Boiu Mare | Groși | Ocoliș | Satu Nou de Jos | Recea | Bozânta Mică | Lăpușel | Mocira | Săsar | Bozânta Mare | Bușag | Merișor | Nistru | Ulmoasa | Iapa | Lazu Baciului | Șugău | Valea Hotarului | Vadu Izei | Valea Stejarului | Chiuzbaia | Tăuții de Sus | Satu Nou de Sus | Băile Borșa | Boiereni | Borcut | Cufoaia | Dămăcușeni | Dobricu Lăpușului | Dumbrava | Fântânele | Groape | Inău | Răzoare | Rogoz | Rohia | Stoiceni | Vișeu de Mijloc | Arieșu de Câmp | Ariniș | Rodina | Tămășești | Asuaju de Sus | Asuaju de Jos | Băița de Sub Codru | Odești | Urmeniș | Băiuț | Poiana Botizii | Strâmbu-Băiuț | Băsești | Săliște | Stremț | Bicaz | Ciuta | Corni | Nănești | Oncești | Bocicoiu Mare | Crăciunești | Tisa | Frâncenii Boiului | Prislop | Românești | Poienile Izei | Budești | Sârbi | Călinești | Cornești | Văleni | Cernești | Brebeni | Ciocotiș | Fânațe | Izvoarele | Măgureni | Trestia | Cicârlău | Bârgău | Handalu Ilbei | Ilba | Copalnic-Mănăștur | Berința | Cărpiniș | Copalnic | Copalnic-Deal | Curtuiușu Mic | Făurești | Lăschia | Preluca Nouă | Preluca Veche | Rușor | Vad | Coroieni | Baba | Dealu Mare | Drăghia | Vălenii Lăpușului | Cupșeni | Costeni | Libotin | Ungureni | Desești | Hărnicești | Mara | Dumbrăvița | Cărbunari | Chechiș | Rus | Șindrești | Unguraș | Giulești | Berbești | Ferești | Mănăstirea | Lăpuș | Mireșu Mare | Dăneștii Chioarului | Iadăra | Lucăcești | Remeți pe Someș | Stejera | Tulghieș | Oarța de Jos | Oarța de Sus | Orțița | Ocna Șugatag | Breb | Hoteni | Sat-Șugatag | Remetea Chioarului | Berchez | Berchezoaia | Posta | Remecioara | Piatra | Teceu Mic | Repedea | Rona de Jos | Coștiui | Rozavlea | Satulung | Arieșu de Pădure | Fersig | Finteușu Mic | Pribilești | Săcălășeni | Cătălina | Coaș | Coltău | Coruia | Culcea | Întrerâuri | Săcel | Sălsig | Gârdani | Săbișa | Viile Apei | Suciu de Sus | Groșii Țibleșului | Larga | Suciu de Jos | Bontăieni | Cetățele | Dănești | Negreia | Plopiș | Buciumi | Buteasa | Ciolt | Codru Butesii | Finteușu Mare | Hovrila | Vălenii Șomcutei | Arduzel | Chelința | Mânău | Someș-Uileac | Tohat | Țicău | Vicea | Valea Chioarului | Curtuiușu Mare | Durușa | Fericea | Mesteacăn | Vărai | Vima Mică | Aspra | Dealu Corbului | Jugăstreni | Peteritea | Sălnița | Vima Mare | Sâlța | Poienile de Sub Munte | Moisei | Valea Vișeului | Rona de Sus | Bogdan Vodă | Botiza | Vișeu de Jos | Petrova | Leordina | Ruscova | Bocicoel | Șieu | Ieud | Strâmtura | Bârsana | Bistra | Glod | Slătioara | Lunca la Tisa | Firiza | Valea Neagră | Blidari | Remeți | Săpânța | Câmpulung la Tisa | Sarasău | Ardusat | Mogoșești | Hideaga | Colțirea | Tămaia | Fărcașa | Sârbi | Buzești | Băița | Șișești | Șurdești | Crasna Vișeului | Boiu Mare | Groși | Ocoliș | Satu Nou de Jos | Recea | Bozânta Mică | Lăpușel | Mocira | Săsar | Bozânta Mare | Bușag | Merișor | Nistru | Ulmoasa | Iapa | Lazu Baciului | Șugău | Valea Hotarului | Vadu Izei | Valea Stejarului | Chiuzbaia | Tăuții de Sus | Satu Nou de Sus | Băile Borșa | Boiereni | Borcut | Cufoaia | Dămăcușeni | Dobricu Lăpușului | Dumbrava | Fântânele | Groape | Inău | Răzoare | Rogoz | Rohia | Stoiceni | Vișeu de Mijloc | Arieșu de Câmp | Ariniș | Rodina | Tămășești | Asuaju de Sus | Asuaju de Jos | Băița de Sub Codru | Odești | Urmeniș | Băiuț | Poiana Botizii | Strâmbu-Băiuț | Băsești | Săliște | Stremț | Bicaz | Ciuta | Corni | Nănești | Oncești | Bocicoiu Mare | Crăciunești | Tisa | Frâncenii Boiului | Prislop | Românești | Poienile Izei | Budești | Sârbi | Călinești | Cornești | Văleni | Cernești | Brebeni | Ciocotiș | Fânațe | Izvoarele | Măgureni | Trestia | Cicârlău | Bârgău | Handalu Ilbei | Ilba | Copalnic-Mănăștur | Berința | Cărpiniș | Copalnic | Copalnic-Deal | Curtuiușu Mic | Făurești | Lăschia | Preluca Nouă | Preluca Veche | Rușor | Vad | Coroieni | Baba | Dealu Mare | Drăghia | Vălenii Lăpușului | Cupșeni | Costeni | Libotin | Ungureni | Desești | Hărnicești | Mara | Dumbrăvița | Cărbunari | Chechiș | Rus | Șindrești | Unguraș | Giulești | Berbești | Ferești | Mănăstirea | Lăpuș | Mireșu Mare | Dăneștii Chioarului | Iadăra | Lucăcești | Remeți pe Someș | Stejera | Tulghieș | Oarța de Jos | Oarța de Sus | Orțița | Ocna Șugatag | Breb | Hoteni | Sat-Șugatag | Remetea Chioarului | Berchez | Berchezoaia | Posta | Remecioara | Piatra | Teceu Mic | Repedea | Rona de Jos | Coștiui | Rozavlea | Satulung | Arieșu de Pădure | Fersig | Finteușu Mic | Pribilești | Săcălășeni | Cătălina | Coaș | Coltău | Coruia | Culcea | Întrerâuri | Săcel | Sălsig | Gârdani | Săbișa | Viile Apei | Suciu de Sus | Groșii Țibleșului | Larga | Suciu de Jos | Bontăieni | Cetățele | Dănești | Negreia | Plopiș | Buciumi | Buteasa | Ciolt | Codru Butesii | Finteușu Mare | Hovrila | Vălenii Șomcutei | Arduzel | Chelința | Mânău | Someș-Uileac | Tohat | Țicău | Vicea | Valea Chioarului | Curtuiușu Mare | Durușa | Fericea | Mesteacăn | Vărai | Vima Mică | Aspra | Dealu Corbului | Jugăstreni | Peteritea | Sălnița | Vima Mare | Sâlța | Poienile de Sub Munte
Moisei | 0 km | 41 km | 47 km | 22 km | 30 km | 16 km | 33 km | 27 km | 25 km | 18 km | 25 km | 24 km | 34 km | 41 km | 36 km | 36 km | 36 km | 50 km | 72 km | 71 km | 72 km | 77 km | 73 km | 69 km | 64 km | 89 km | 86 km | 85 km | 86 km | 89 km | 92 km | 91 km | 90 km | 79 km | 63 km | 59 km | 31 km | 78 km | 71 km | 73 km | 74 km | 78 km | 85 km | 80 km | 77 km | 79 km | 83 km | 84 km | 86 km | 83 km | 77 km | 62 km | 55 km | 54 km | 61 km | 53 km | 49 km | 65 km | 67 km | 69 km | 13 km | 55 km | 57 km | 59 km | 53 km | 51 km | 54 km | 61 km | 66 km | 57 km | 62 km | 51 km | 59 km | 53 km | 13 km | 86 km | 101 km | 99 km | 104 km | 103 km | 101 km | 106 km | 110 km | 103 km | 42 km | 40 km | 43 km | 107 km | 110 km | 112 km | 116 km | 120 km | 117 km | 45 km | 48 km | 53 km | 54 km | 55 km | 76 km | 80 km | 74 km | 33 km | 46 km | 47 km | 46 km | 47 km | 43 km | 63 km | 60 km | 58 km | 61 km | 52 km | 63 km | 58 km | 86 km | 86 km | 89 km | 90 km | 67 km | 67 km | 64 km | 69 km | 70 km | 71 km | 61 km | 63 km | 71 km | 67 km | 65 km | 65 km | 67 km | 70 km | 64 km | 67 km | 64 km | 48 km | 49 km | 47 km | 46 km | 53 km | 52 km | 55 km | 68 km | 69 km | 71 km | 66 km | 64 km | 65 km | 50 km | 51 km | 49 km | 50 km | 45 km | 93 km | 91 km | 89 km | 92 km | 93 km | 88 km | 90 km | 109 km | 113 km | 112 km | 48 km | 49 km | 50 km | 51 km | 77 km | 80 km | 78 km | 80 km | 76 km | 85 km | 82 km | 23 km | 50 km | 46 km | 26 km | 85 km | 81 km | 89 km | 83 km | 89 km | 74 km | 76 km | 74 km | 77 km | 72 km | 75 km | 73 km | 9 km | 95 km | 94 km | 92 km | 95 km | 46 km | 41 km | 40 km | 49 km | 62 km | 61 km | 61 km | 61 km | 59 km | 82 km | 79 km | 80 km | 74 km | 83 km | 81 km | 85 km | 99 km | 95 km | 99 km | 102 km | 95 km | 96 km | 101 km | 84 km | 87 km | 86 km | 91 km | 83 km | 88 km | 69 km | 72 km | 69 km | 73 km | 66 km | 71 km | 70 km | 29 km | 20 km | 0 km | 41 km | 47 km | 22 km | 30 km | 16 km | 33 km | 27 km | 25 km | 18 km | 25 km | 24 km | 34 km | 41 km | 36 km | 36 km | 36 km | 50 km | 72 km | 71 km | 72 km | 77 km | 73 km | 69 km | 64 km | 89 km | 86 km | 85 km | 86 km | 89 km | 92 km | 91 km | 90 km | 79 km | 63 km | 59 km | 31 km | 78 km | 71 km | 73 km | 74 km | 78 km | 85 km | 80 km | 77 km | 79 km | 83 km | 84 km | 86 km | 83 km | 77 km | 62 km | 55 km | 54 km | 61 km | 53 km | 49 km | 65 km | 67 km | 69 km | 13 km | 55 km | 57 km | 59 km | 53 km | 51 km | 54 km | 61 km | 66 km | 57 km | 62 km | 51 km | 59 km | 53 km | 13 km | 86 km | 101 km | 99 km | 104 km | 103 km | 101 km | 106 km | 110 km | 103 km | 42 km | 40 km | 43 km | 107 km | 110 km | 112 km | 116 km | 120 km | 117 km | 45 km | 48 km | 53 km | 54 km | 55 km | 76 km | 80 km | 74 km | 33 km | 46 km | 47 km | 46 km | 47 km | 43 km | 63 km | 60 km | 58 km | 61 km | 52 km | 63 km | 58 km | 86 km | 86 km | 89 km | 90 km | 67 km | 67 km | 64 km | 69 km | 70 km | 71 km | 61 km | 63 km | 71 km | 67 km | 65 km | 65 km | 67 km | 70 km | 64 km | 67 km | 64 km | 48 km | 49 km | 47 km | 46 km | 53 km | 52 km | 55 km | 68 km | 69 km | 71 km | 66 km | 64 km | 65 km | 50 km | 51 km | 49 km | 50 km | 45 km | 93 km | 91 km | 89 km | 92 km | 93 km | 88 km | 90 km | 109 km | 113 km | 112 km | 48 km | 49 km | 50 km | 51 km | 77 km | 80 km | 78 km | 80 km | 76 km | 85 km | 82 km | 23 km | 50 km | 46 km | 26 km | 85 km | 81 km | 89 km | 83 km | 89 km | 74 km | 76 km | 74 km | 77 km | 72 km | 75 km | 73 km | 9 km | 95 km | 94 km | 92 km | 95 km | 46 km | 41 km | 40 km | 49 km | 62 km | 61 km | 61 km | 61 km | 59 km | 82 km | 79 km | 80 km | 74 km | 83 km | 81 km | 85 km | 99 km | 95 km | 99 km | 102 km | 95 km | 96 km | 101 km | 84 km | 87 km | 86 km | 91 km | 83 km | 88 km | 69 km | 72 km | 69 km | 73 km | 66 km | 71 km | 70 km | 29 km | 20 km
Valea Vișeului | 41 km | 0 km | 9 km | 26 km | 27 km | 26 km | 9 km | 16 km | 17 km | 27 km | 22 km | 27 km | 16 km | 13 km | 6 km | 21 km | 19 km | 9 km | 45 km | 43 km | 43 km | 39 km | 35 km | 30 km | 25 km | 66 km | 67 km | 66 km | 65 km | 69 km | 72 km | 71 km | 69 km | 55 km | 46 km | 45 km | 11 km | 72 km | 52 km | 55 km | 55 km | 58 km | 63 km | 60 km | 57 km | 58 km | 61 km | 61 km | 62 km | 57 km | 51 km | 25 km | 17 km | 19 km | 23 km | 17 km | 13 km | 43 km | 47 km | 50 km | 49 km | 61 km | 53 km | 55 km | 54 km | 50 km | 51 km | 61 km | 61 km | 51 km | 59 km | 52 km | 61 km | 49 km | 29 km | 64 km | 83 km | 81 km | 86 km | 82 km | 81 km | 87 km | 91 km | 84 km | 35 km | 37 km | 37 km | 90 km | 91 km | 93 km | 98 km | 102 km | 98 km | 14 km | 15 km | 12 km | 14 km | 15 km | 70 km | 72 km | 68 km | 24 km | 26 km | 23 km | 20 km | 18 km | 18 km | 55 km | 54 km | 48 km | 52 km | 41 km | 57 km | 47 km | 61 km | 62 km | 62 km | 64 km | 57 km | 55 km | 51 km | 58 km | 59 km | 57 km | 49 km | 52 km | 62 km | 60 km | 56 km | 55 km | 67 km | 71 km | 67 km | 69 km | 63 km | 45 km | 46 km | 48 km | 44 km | 27 km | 25 km | 30 km | 51 km | 54 km | 55 km | 49 km | 48 km | 48 km | 20 km | 18 km | 18 km | 21 km | 48 km | 77 km | 73 km | 74 km | 74 km | 78 km | 76 km | 75 km | 92 km | 95 km | 94 km | 22 km | 26 km | 25 km | 23 km | 63 km | 66 km | 65 km | 64 km | 63 km | 47 km | 44 km | 21 km | 10 km | 10 km | 20 km | 66 km | 62 km | 71 km | 65 km | 70 km | 58 km | 57 km | 60 km | 59 km | 57 km | 59 km | 62 km | 37 km | 77 km | 75 km | 65 km | 66 km | 54 km | 48 km | 52 km | 54 km | 47 km | 47 km | 45 km | 44 km | 46 km | 70 km | 69 km | 68 km | 65 km | 66 km | 70 km | 72 km | 84 km | 81 km | 82 km | 86 km | 79 km | 82 km | 86 km | 74 km | 76 km | 76 km | 80 km | 76 km | 79 km | 65 km | 64 km | 62 km | 68 km | 63 km | 67 km | 68 km | 20 km | 23 km | 41 km | 0 km | 9 km | 26 km | 27 km | 26 km | 9 km | 16 km | 17 km | 27 km | 22 km | 27 km | 16 km | 13 km | 6 km | 21 km | 19 km | 9 km | 45 km | 43 km | 43 km | 39 km | 35 km | 30 km | 25 km | 66 km | 67 km | 66 km | 65 km | 69 km | 72 km | 71 km | 69 km | 55 km | 46 km | 45 km | 11 km | 72 km | 52 km | 55 km | 55 km | 58 km | 63 km | 60 km | 57 km | 58 km | 61 km | 61 km | 62 km | 57 km | 51 km | 25 km | 17 km | 19 km | 23 km | 17 km | 13 km | 43 km | 47 km | 50 km | 49 km | 61 km | 53 km | 55 km | 54 km | 50 km | 51 km | 61 km | 61 km | 51 km | 59 km | 52 km | 61 km | 49 km | 29 km | 64 km | 83 km | 81 km | 86 km | 82 km | 81 km | 87 km | 91 km | 84 km | 35 km | 37 km | 37 km | 90 km | 91 km | 93 km | 98 km | 102 km | 98 km | 14 km | 15 km | 12 km | 14 km | 15 km | 70 km | 72 km | 68 km | 24 km | 26 km | 23 km | 20 km | 18 km | 18 km | 55 km | 54 km | 48 km | 52 km | 41 km | 57 km | 47 km | 61 km | 62 km | 62 km | 64 km | 57 km | 55 km | 51 km | 58 km | 59 km | 57 km | 49 km | 52 km | 62 km | 60 km | 56 km | 55 km | 67 km | 71 km | 67 km | 69 km | 63 km | 45 km | 46 km | 48 km | 44 km | 27 km | 25 km | 30 km | 51 km | 54 km | 55 km | 49 km | 48 km | 48 km | 20 km | 18 km | 18 km | 21 km | 48 km | 77 km | 73 km | 74 km | 74 km | 78 km | 76 km | 75 km | 92 km | 95 km | 94 km | 22 km | 26 km | 25 km | 23 km | 63 km | 66 km | 65 km | 64 km | 63 km | 47 km | 44 km | 21 km | 10 km | 10 km | 20 km | 66 km | 62 km | 71 km | 65 km | 70 km | 58 km | 57 km | 60 km | 59 km | 57 km | 59 km | 62 km | 37 km | 77 km | 75 km | 65 km | 66 km | 54 km | 48 km | 52 km | 54 km | 47 km | 47 km | 45 km | 44 km | 46 km | 70 km | 69 km | 68 km | 65 km | 66 km | 70 km | 72 km | 84 km | 81 km | 82 km | 86 km | 79 km | 82 km | 86 km | 74 km | 76 km | 76 km | 80 km | 76 km | 79 km | 65 km | 64 km | 62 km | 68 km | 63 km | 67 km | 68 km | 20 km | 23 km
Rona de Sus | 47 km | 9 km | 0 km | 29 km | 27 km | 31 km | 14 km | 20 km | 22 km | 31 km | 24 km | 29 km | 16 km | 9 km | 12 km | 19 km | 17 km | 6 km | 36 km | 34 km | 34 km | 31 km | 27 km | 22 km | 17 km | 58 km | 59 km | 57 km | 57 km | 61 km | 64 km | 62 km | 61 km | 46 km | 39 km | 39 km | 16 km | 65 km | 45 km | 48 km | 47 km | 50 km | 55 km | 52 km | 49 km | 49 km | 53 km | 53 km | 54 km | 48 km | 42 km | 16 km | 9 km | 10 km | 15 km | 8 km | 4 km | 35 km | 39 km | 42 km | 56 km | 57 km | 49 km | 50 km | 50 km | 46 km | 47 km | 56 km | 56 km | 45 km | 54 km | 49 km | 56 km | 45 km | 34 km | 56 km | 75 km | 72 km | 77 km | 74 km | 73 km | 78 km | 82 km | 76 km | 32 km | 34 km | 34 km | 81 km | 83 km | 85 km | 89 km | 93 km | 90 km | 7 km | 7 km | 7 km | 8 km | 8 km | 64 km | 65 km | 62 km | 22 km | 20 km | 17 km | 13 km | 10 km | 13 km | 49 km | 48 km | 42 km | 46 km | 36 km | 51 km | 41 km | 53 km | 53 km | 54 km | 55 km | 51 km | 48 km | 44 km | 51 km | 52 km | 50 km | 43 km | 46 km | 56 km | 54 km | 50 km | 49 km | 62 km | 66 km | 62 km | 64 km | 58 km | 40 km | 41 km | 44 km | 40 km | 19 km | 17 km | 22 km | 44 km | 47 km | 48 km | 42 km | 41 km | 40 km | 12 km | 10 km | 10 km | 14 km | 45 km | 69 km | 65 km | 67 km | 66 km | 70 km | 69 km | 67 km | 84 km | 87 km | 86 km | 15 km | 19 km | 17 km | 15 km | 55 km | 58 km | 58 km | 56 km | 56 km | 39 km | 36 km | 28 km | 3 km | 2 km | 23 km | 58 km | 54 km | 63 km | 57 km | 62 km | 50 km | 49 km | 52 km | 51 km | 50 km | 52 km | 56 km | 42 km | 69 km | 67 km | 56 km | 57 km | 52 km | 46 km | 50 km | 50 km | 40 km | 40 km | 39 km | 37 km | 40 km | 63 km | 62 km | 61 km | 58 km | 59 km | 63 km | 65 km | 77 km | 73 km | 74 km | 78 km | 71 km | 74 km | 78 km | 67 km | 69 km | 69 km | 73 km | 69 km | 72 km | 59 km | 58 km | 56 km | 63 km | 57 km | 61 km | 63 km | 21 km | 31 km | 47 km | 9 km | 0 km | 29 km | 27 km | 31 km | 14 km | 20 km | 22 km | 31 km | 24 km | 29 km | 16 km | 9 km | 12 km | 19 km | 17 km | 6 km | 36 km | 34 km | 34 km | 31 km | 27 km | 22 km | 17 km | 58 km | 59 km | 57 km | 57 km | 61 km | 64 km | 62 km | 61 km | 46 km | 39 km | 39 km | 16 km | 65 km | 45 km | 48 km | 47 km | 50 km | 55 km | 52 km | 49 km | 49 km | 53 km | 53 km | 54 km | 48 km | 42 km | 16 km | 9 km | 10 km | 15 km | 8 km | 4 km | 35 km | 39 km | 42 km | 56 km | 57 km | 49 km | 50 km | 50 km | 46 km | 47 km | 56 km | 56 km | 45 km | 54 km | 49 km | 56 km | 45 km | 34 km | 56 km | 75 km | 72 km | 77 km | 74 km | 73 km | 78 km | 82 km | 76 km | 32 km | 34 km | 34 km | 81 km | 83 km | 85 km | 89 km | 93 km | 90 km | 7 km | 7 km | 7 km | 8 km | 8 km | 64 km | 65 km | 62 km | 22 km | 20 km | 17 km | 13 km | 10 km | 13 km | 49 km | 48 km | 42 km | 46 km | 36 km | 51 km | 41 km | 53 km | 53 km | 54 km | 55 km | 51 km | 48 km | 44 km | 51 km | 52 km | 50 km | 43 km | 46 km | 56 km | 54 km | 50 km | 49 km | 62 km | 66 km | 62 km | 64 km | 58 km | 40 km | 41 km | 44 km | 40 km | 19 km | 17 km | 22 km | 44 km | 47 km | 48 km | 42 km | 41 km | 40 km | 12 km | 10 km | 10 km | 14 km | 45 km | 69 km | 65 km | 67 km | 66 km | 70 km | 69 km | 67 km | 84 km | 87 km | 86 km | 15 km | 19 km | 17 km | 15 km | 55 km | 58 km | 58 km | 56 km | 56 km | 39 km | 36 km | 28 km | 3 km | 2 km | 23 km | 58 km | 54 km | 63 km | 57 km | 62 km | 50 km | 49 km | 52 km | 51 km | 50 km | 52 km | 56 km | 42 km | 69 km | 67 km | 56 km | 57 km | 52 km | 46 km | 50 km | 50 km | 40 km | 40 km | 39 km | 37 km | 40 km | 63 km | 62 km | 61 km | 58 km | 59 km | 63 km | 65 km | 77 km | 73 km | 74 km | 78 km | 71 km | 74 km | 78 km | 67 km | 69 km | 69 km | 73 km | 69 km | 72 km | 59 km | 58 km | 56 km | 63 km | 57 km | 61 km | 63 km | 21 km | 31 km
Bogdan Vodă | 22 km | 26 km | 29 km | 0 km | 9 km | 8 km | 17 km | 11 km | 11 km | 4 km | 5 km | 3 km | 13 km | 21 km | 20 km | 14 km | 15 km | 33 km | 50 km | 49 km | 50 km | 57 km | 53 km | 50 km | 44 km | 68 km | 66 km | 64 km | 65 km | 69 km | 72 km | 70 km | 69 km | 58 km | 43 km | 39 km | 16 km | 61 km | 50 km | 53 km | 53 km | 58 km | 64 km | 60 km | 56 km | 58 km | 62 km | 63 km | 64 km | 61 km | 55 km | 42 km | 35 km | 34 km | 41 km | 33 km | 29 km | 44 km | 46 km | 48 km | 34 km | 42 km | 40 km | 42 km | 38 km | 35 km | 37 km | 46 km | 49 km | 38 km | 46 km | 36 km | 44 km | 35 km | 11 km | 65 km | 81 km | 79 km | 84 km | 83 km | 80 km | 86 km | 90 km | 83 km | 22 km | 21 km | 24 km | 88 km | 90 km | 92 km | 96 km | 100 km | 97 km | 25 km | 28 km | 36 km | 36 km | 37 km | 59 km | 62 km | 57 km | 12 km | 24 km | 25 km | 24 km | 26 km | 22 km | 44 km | 42 km | 38 km | 42 km | 32 km | 45 km | 38 km | 65 km | 65 km | 68 km | 68 km | 49 km | 47 km | 44 km | 50 km | 51 km | 51 km | 41 km | 43 km | 53 km | 49 km | 47 km | 46 km | 52 km | 55 km | 50 km | 53 km | 48 km | 30 km | 32 km | 31 km | 29 km | 32 km | 30 km | 33 km | 47 km | 49 km | 51 km | 46 km | 44 km | 45 km | 29 km | 30 km | 28 km | 29 km | 29 km | 73 km | 71 km | 69 km | 72 km | 74 km | 69 km | 71 km | 89 km | 93 km | 92 km | 27 km | 28 km | 29 km | 30 km | 57 km | 60 km | 59 km | 60 km | 57 km | 64 km | 62 km | 19 km | 32 km | 27 km | 6 km | 64 km | 60 km | 68 km | 63 km | 69 km | 54 km | 55 km | 54 km | 57 km | 52 km | 55 km | 54 km | 14 km | 75 km | 74 km | 71 km | 74 km | 34 km | 27 km | 29 km | 35 km | 42 km | 41 km | 41 km | 40 km | 39 km | 63 km | 60 km | 61 km | 56 km | 63 km | 63 km | 66 km | 80 km | 76 km | 79 km | 82 km | 75 km | 77 km | 82 km | 66 km | 68 km | 68 km | 73 km | 66 km | 70 km | 52 km | 54 km | 51 km | 56 km | 49 km | 55 km | 54 km | 8 km | 19 km | 22 km | 26 km | 29 km | 0 km | 9 km | 8 km | 17 km | 11 km | 11 km | 4 km | 5 km | 3 km | 13 km | 21 km | 20 km | 14 km | 15 km | 33 km | 50 km | 49 km | 50 km | 57 km | 53 km | 50 km | 44 km | 68 km | 66 km | 64 km | 65 km | 69 km | 72 km | 70 km | 69 km | 58 km | 43 km | 39 km | 16 km | 61 km | 50 km | 53 km | 53 km | 58 km | 64 km | 60 km | 56 km | 58 km | 62 km | 63 km | 64 km | 61 km | 55 km | 42 km | 35 km | 34 km | 41 km | 33 km | 29 km | 44 km | 46 km | 48 km | 34 km | 42 km | 40 km | 42 km | 38 km | 35 km | 37 km | 46 km | 49 km | 38 km | 46 km | 36 km | 44 km | 35 km | 11 km | 65 km | 81 km | 79 km | 84 km | 83 km | 80 km | 86 km | 90 km | 83 km | 22 km | 21 km | 24 km | 88 km | 90 km | 92 km | 96 km | 100 km | 97 km | 25 km | 28 km | 36 km | 36 km | 37 km | 59 km | 62 km | 57 km | 12 km | 24 km | 25 km | 24 km | 26 km | 22 km | 44 km | 42 km | 38 km | 42 km | 32 km | 45 km | 38 km | 65 km | 65 km | 68 km | 68 km | 49 km | 47 km | 44 km | 50 km | 51 km | 51 km | 41 km | 43 km | 53 km | 49 km | 47 km | 46 km | 52 km | 55 km | 50 km | 53 km | 48 km | 30 km | 32 km | 31 km | 29 km | 32 km | 30 km | 33 km | 47 km | 49 km | 51 km | 46 km | 44 km | 45 km | 29 km | 30 km | 28 km | 29 km | 29 km | 73 km | 71 km | 69 km | 72 km | 74 km | 69 km | 71 km | 89 km | 93 km | 92 km | 27 km | 28 km | 29 km | 30 km | 57 km | 60 km | 59 km | 60 km | 57 km | 64 km | 62 km | 19 km | 32 km | 27 km | 6 km | 64 km | 60 km | 68 km | 63 km | 69 km | 54 km | 55 km | 54 km | 57 km | 52 km | 55 km | 54 km | 14 km | 75 km | 74 km | 71 km | 74 km | 34 km | 27 km | 29 km | 35 km | 42 km | 41 km | 41 km | 40 km | 39 km | 63 km | 60 km | 61 km | 56 km | 63 km | 63 km | 66 km | 80 km | 76 km | 79 km | 82 km | 75 km | 77 km | 82 km | 66 km | 68 km | 68 km | 73 km | 66 km | 70 km | 52 km | 54 km | 51 km | 56 km | 49 km | 55 km | 54 km | 8 km | 19 km
